,title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,capacity_gb
3111,Crucial M4,5.0,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,64.0
3112,Mushkin Callisto DX2,,,80 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,80.0
3113,Mushkin Callisto DX2,,,115 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,115.0
3114,Mushkin Callisto DX2,,,240 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,240.0
3115,OCZ Vertex 3 Series \xe2\x80\x93 MAX IOPS Edition,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3116,Patriot Torqx 2,,,256 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,256.0
3117,Patriot Torqx 2,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,128.0
3118,Patriot Torqx 2,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,64.0
3119,Patriot Torqx 2,5.0,,32 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,32.0
3120,Wintec FileMate,,,32 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,32.0
3121,Corsair Force,,,40 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,40.0
3122,Western Digital Caviar Blue,,,750 GB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,750.0
3123,Hitachi Deskstar,,,3 TB,,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,3000.0
3124,Hitachi Travelstar 5K500.B,,Out of stock$43.72,160 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,160.0
3125,Seagate Momentus 7200 FDE.2,,,500 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,500.0
3126,Hitachi 0Y30055,,70.09,500 GB,0.140,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,500.0
3127,Seagate Momentus,3.0,,320 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,320.0
3128,Seagate Momentus 7200 FDE.2,,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,250.0
3129,Hitachi 0Y30051,4.0,Out of stock$49.69,160 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,160.0
3130,Seagate Momentus 7200.4,4.0,,160 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,160.0
3131,Hitachi Travelstar Z7K320,,57.63,250 GB,0.231,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,250.0
3132,Seagate Momentus XT,,,500 GB,,7200 RPM,32 MB,"2.5""",SATA 3.0 Gb/s,500.0
3133,Hitachi Travelstar Z5K320,,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,320.0
3134,Seagate Momentus 7200.4,5.0,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,250.0
3135,Seagate ST90250N1A1AS-RK,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,250.0
3136,Seagate Momentus 7200.4,3.0,,320 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,320.0
3137,Crucial M4,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
3138,Wintec N1,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,128.0
3139,OCZ Solid 3,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3140,OCZ V3LT-25SAT3-240G,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3141,Intel 320,,,80 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,80.0
3142,OCZ Solid 3,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3143,Hitachi Travelstar 7K500,,Out of stock$57.32,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,250.0
3144,ADATA S592,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,64.0
3145,Hitachi Travelstar 5K500.B,,Out of stock$63.35,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,320.0
3146,Intel 320,,,160 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,160.0
3147,Intel 320,,,600 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,600.0
3148,OCZ Vertex 2,,,60 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,60.0
3149,Samsung Spinpoint M8,,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,500.0
3150,Corsair Force 3,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3151,Western Digital Scorpio Blue,,,320 GB,,5400 RPM,8 MB,"2.5""",PATA 44-Pin 100,320.0
3152,OCZ Vertex 3,4.0,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3153,Patriot Wildfire,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3154,Patriot Wildfire,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3155,Corsair Nova Series 2,,,60 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,60.0
3156,Plextor PX-M2,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,64.0
3157,Toshiba MK1656GSY,,,160 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,160.0
3158,Toshiba MK3265GSX,,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,320.0
3159,Hitachi Travelstar,,,500 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,500.0
3160,Kingston SSDNow V+100,,,96 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,96.0
3161,Corsair Force 3,4.5,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3162,Seagate Momentus,5.0,,750 GB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,750.0
3163,Mushkin Chronos Deluxe,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3164,Samsung 470,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,64.0
3165,Samsung 470,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,64.0
3166,Samsung Spinpoint M8,,,160 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,160.0
3167,Kingston HyperX,3.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3168,Samsung 470,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,128.0
3169,Samsung 470,,,256 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,256.0
3170,Kingston HyperX,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3171,Kingston SSDNow V+100,,,96 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,96.0
3172,Kingston SSDNow V+100,,,96 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,96.0
3173,Western Digital AV-25,,,250 GB,,5400 RPM,32 MB,"2.5""",SATA 3.0 Gb/s,250.0
3174,OCZ Vertex Plus,,,120 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,120.0
3175,Patriot Pyro,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3176,Hitachi Travelstar 5K500.B,,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,320.0
3177,Hitachi Travelstar 7K750,,,750 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,750.0
3178,Western Digital Caviar Green,,,750 GB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,750.0
3179,Hitachi Travelstar Z5K320,4.0,,160 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,160.0
3180,OCZ Vertex Plus,3.0,,60 GB,,SSD,64 MB,"2.5""",SATA 3.0 Gb/s,60.0
3181,Patriot Pyro,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3182,Mushkin Chronos,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3183,Mushkin Chronos,5.0,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3184,ADATA S501 V2,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
3185,ADATA S501 V2,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3186,Corsair Force GT,3.0,,180 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,180.0
3187,OCZ Colossus Plus,,,120 GB,,SSD,128 MB,"3.5""",SATA 3.0 Gb/s,120.0
3188,OCZ Colossus Plus,,,240 GB,,SSD,128 MB,"3.5""",SATA 3.0 Gb/s,240.0
3189,Corsair Force 3,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3190,Hitachi Deskstar,4.0,,2 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,2000.0
3191,Seagate Momentus 5400.6,,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,320.0
3192,Intel 320,,,120 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,120.0
3193,ADATA S510,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3194,OCZ Colossus 2,,,960 GB,,SSD,,"3.5""",SATA 3.0 Gb/s,960.0
3195,Mushkin Chronos Deluxe,5.0,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3196,Corsair Force 3,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,90.0
3197,Hitachi 0J11562,4.0,Out of stock$75.56,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,640.0
3198,Toshiba MK6461GSYN,,,640 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,640.0
3199,OCZ Synapse Cache,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3200,Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3201,Kingston SSDNow V+200,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3202,Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3203,Kingston SSDNow V+200,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,90.0
3204,Seagate Momentus Thin,3.5,,320 GB,,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,320.0
3205,Western Digital AV-GP,3.5,,320 GB,,5400 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,320.0
3206,Hitachi Travelstar Z5K320,5.0,,320 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,320.0
3207,OCZ Vertex 4,5.0,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
3208,Intel 320,3.0,,120 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,120.0
3209,OCZ Vertex Plus,,,240 GB,,SSD,64 MB,"2.5""",SATA 3.0 Gb/s,240.0
3210,OCZ Vertex Plus,,,60 GB,,SSD,64 MB,"2.5""",SATA 3.0 Gb/s,60.0
3211,OCZ Vertex Plus,5.0,,120 GB,,SSD,64 MB,"2.5""",SATA 3.0 Gb/s,120.0
3212,Western Digital AV-25,,95.00,250 GB,0.380,5400 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,250.0
3213,Western Digital AV,,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,500.0
3214,Western Digital AV,,,320 GB,,7200 RPM,8 MB,"3.5""",PATA 100,320.0
3215,Seagate Momentus LP,2.5,79.98,1 TB,0.080,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,1000.0
3216,Western Digital RE4,,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,2000.0
3217,Seagate Constellation ES,4.0,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
3218,OCZ Vertex 3 Low Profile 7mm,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3219,OCZ Vertex 3 Low Profile 7mm,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3220,OCZ Vertex Plus R2,,,60 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,60.0
3221,OCZ Vertex Plus R2,,,120 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,120.0
3222,Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3223,Kingston SSDNow V+200,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3224,Corsair Force 3,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3225,OCZ Vertex 4,5.0,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,64.0
3226,OCZ Agility 4,3.5,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
3227,OCZ Agility 4,4.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3228,OCZ Vertex 3 Low Profile 7mm,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3229,OCZ Vertex 3 Low Profile 7mm,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3230,Kingston SSDNow V+200,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3231,OCZ Vertex Plus R2,,,240 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,240.0
3232,OCZ Agility 4,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,64.0
3233,OCZ Octane,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,1000.0
3234,OCZ Petrol,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
3235,Corsair Force GS,4.0,,180 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,180.0
3236,Transcend SSD720,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,64.0
3237,Transcend SSD720,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3238,Transcend SSD720,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
3239,Transcend SSD720,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
3240,Corsair Force GS,4.5,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3241,Samsung Spinpoint M8,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,250.0
3242,Seagate Momentus Thin,,,320 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,320.0
3243,Seagate Momentus Thin,,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,250.0
3244,Seagate Momentus Thin,,,160 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,160.0
3245,Western Digital Caviar Blue,4.5,,750 GB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,750.0
3246,Seagate Constellation.2,,,1 TB,,7200 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,1000.0
3247,Western Digital AV-GP,,,2.5 TB,,5400 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,2500.0
3248,Intel 320,,,40 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,40.0
3249,OCZ Vertex 3,,,240 GB,,SSD,,"3.5""",SATA 6.0 Gb/s,240.0
3250,PNY XLR8,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3251,Mushkin Catalyst,,,100 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,100.0
3252,Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3253,Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3254,Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3255,Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3256,Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3257,Seagate Momentus Thin,,,320 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,320.0
3258,Transcend SSD320,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3259,PNY Prevail Elite,4.5,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3260,Crucial V4,5.0,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,64.0
3261,Crucial V4,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,64.0
3262,Crucial V4,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,128.0
3263,Crucial V4,,,128 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,128.0
3264,Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3265,Kingston SSDNow V+200,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3266,Kingston SSDNow V+200,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,90.0
3267,Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3268,Crucial V4,,,256 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,256.0
3269,Crucial V4,,,64 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,64.0
3270,Transcend SSD320,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,64.0
3271,Kingston SSDNow V+200,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,90.0
3272,Kingston SSDNow V+200,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3273,Kingston SSDNow V+200,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3274,OCZ R4,,,1.2 TB,,SSD,,PCIe,PCIe x8,1200.0
3275,OCZ RM88,,,1.6 TB,,SSD,,PCIe,PCIe x8,1600.0
3276,OCZ RevoDrive,,,80 GB,,SSD,,PCIe,PCIe x4,80.0
3277,OCZ RevoDrive,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
3278,OCZ Z-Drive R2 M84,,,512 GB,,SSD,256 MB,PCIe,PCIe x8,512.0
3279,OCZ RevoDrive,,,180 GB,,SSD,,PCIe,PCIe x4,180.0
3280,OCZ RevoDrive X2,,,100 GB,,SSD,,PCIe,PCIe x4,100.0
3281,OCZ RevoDrive X2,,,240 GB,,SSD,,PCIe,PCIe x4,240.0
3282,OCZ RevoDrive X2,,,360 GB,,SSD,,PCIe,PCIe x4,360.0
3283,OCZ RevoDrive X2,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
3284,OCZ RevoDrive 3,5.0,,240 GB,,SSD,,PCIe,PCIe x4,240.0
3285,OCZ RevoDrive 3 X2,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
3286,OCZ RevoDrive 3 X2,,,960 GB,,SSD,,PCIe,PCIe x4,960.0
3287,OCZ RevoDrive 3,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
3288,OCZ RevoDrive 3 X2,5.0,,240 GB,,SSD,,PCIe,PCIe x4,240.0
3289,OCZ RevoDrive 3 Max IOPS,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
3290,OCZ RevoDrive 3 Max IOPS,,,120 GB,,SSD,,PCIe,PCIe x4,120.0
3291,OCZ RevoDrive 3 X2 Max IOPS,,,480 GB,,SSD,,PCIe,PCIe x4,480.0
3292,OCZ RevoDrive 3 X2 Max IOPS,,,240 GB,,SSD,,PCIe,PCIe x4,240.0
3293,OCZ RevoDrive 3 X2 Max IOPS,,,960 GB,,SSD,,PCIe,PCIe x4,960.0
3294,OCZ RevoDrive X2,,,960 GB,,SSD,,PCIe,PCIe x4,960.0
3295,Intel 910,,,800 GB,,SSD,,PCIe,PCIe x8,800.0
3296,Crucial V4,,,32 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,32.0
3297,Crucial V4,,,32 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,32.0
3298,Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3299,Mushkin Catalyst,,,50 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,50.0
3300,Transcend SSD320,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
3301,Kingston SSDNow V+200,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3302,G.Skill Phoenix III,4.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3303,Corsair Neutron,5.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3304,OCZ Agility 3,,,64 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,64.0
3305,Hitachi H3IK40003272SW,,,4 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,4000.0
3306,OCZ Agility 3,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3307,OCZ Agility 3,4.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
3308,OCZ Vertex 3,5.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3309,Western Digital VelociRaptor,4.0,,250 GB,,10000 RPM,64 MB,"2.5""",SATA 6.0 Gb/s,250.0
3310,OCZ Deneva 2 C,,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3311,PNY XLR8,5.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3312,PNY XLR8,4.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3313,Intel 335,4.5,209.95,240 GB,0.875,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3314,PNY XLR8 PRO,4.5,Out of stock$122.47,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3315,Mushkin Chronos Deluxe,,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3316,Corsair Neutron GTX,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3317,Mushkin Chronos Deluxe,,,90 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,90.0
3318,SanDisk ReadyCache,4.0,,32 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,32.0
3319,Toshiba Solid State Drive,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3320,Kingston SSDNow KC100,5.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,120.0
3321,Kingston SSDNow KC100,,290.99,240 GB,1.212,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3322,Plextor M5P,,,256 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,256.0
3323,Plextor M5P,,,512 GB,,SSD,768 MB,"2.5""",SATA 6.0 Gb/s,512.0
3324,PNY Prevail,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3325,Mushkin Chronos Deluxe,,,180 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,180.0
3326,Toshiba MK2561GSYN,,,250 GB,,7200 RPM,16 MB,"2.5""",SATA 3.0 Gb/s,250.0
3327,Seagate Constellation CS,4.5,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
3328,Seagate Constellation ES.2,,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,2000.0
3329,Samsung Spinpoint M8,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,250.0
3330,Kingston SSDNow V300,4.0,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3331,Mushkin Chronos Deluxe,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3332,Kingston SSDNow V300,,,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,60.0
3333,OCZ Vector,5.0,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
3334,OCZ Vector,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,512.0
3335,Samsung Spinpoint M8,,,250 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,250.0
3336,Samsung Spinpoint M8,,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,500.0
3337,Samsung Spinpoint M7E,,,640 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,640.0
3338,Toshiba HDKBB97,,,750 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,750.0
3339,Toshiba PH3300U-1I72,4.0,159.00,3 TB,0.053,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,3000.0
3340,Kingston SSDNow KC100,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3341,Mushkin Callisto Deluxe,,,480 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,480.0
3342,Kingston SSDNow KC100,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3343,ADATA Premier Pro SP600,4.0,,32 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,32.0
3344,PNY Performance,,Out of stock$107.68,60 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,60.0
3345,PNY XLR8 PRO,4.5,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,240.0
3346,PNY Prevail Elite,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,480.0
3347,Plextor M5P Xtreme,,,256 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,256.0
3348,Plextor M5P Xtreme,5.0,,256 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,256.0
3349,Corsair Neutron,5.0,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,128.0
3350,Corsair Neutron,,,256 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,256.0
3351,Intel 525,,,30 GB,,SSD,,mSATA,mSATA,30.0
3352,Intel 525,,,120 GB,,SSD,,mSATA,mSATA,120.0
3353,Intel 525,,,180 GB,,SSD,,mSATA,mSATA,180.0
3354,Intel 525,,,240 GB,,SSD,,mSATA,mSATA,240.0
3355,ADATA XPG SX300,,,256 GB,,SSD,,mSATA,mSATA,256.0
3356,ADATA XPG SX300,,,64 GB,,SSD,,mSATA,mSATA,64.0
3357,Intel 313,,,24 GB,,SSD,,mSATA,mSATA,24.0
3358,Intel 310,,,80 GB,,SSD,,mSATA,mSATA,80.0
3359,Intel 310,,,40 GB,,SSD,,mSATA,mSATA,40.0
3360,Crucial M4,,277.77,256 GB,1.085,SSD,,mSATA,mSATA,256.0
3361,ADATA XM13,,,60 GB,,SSD,,mSATA,mSATA,60.0
3362,Mushkin Atlas,,,30 GB,,SSD,,mSATA,mSATA,30.0
3363,Mushkin Atlas,,,240 GB,,SSD,,mSATA,mSATA,240.0
3364,Mushkin Atlas,,,240 GB,,SSD,,mSATA,mSATA,240.0
3365,Mushkin Atlas,,,120 GB,,SSD,,mSATA,mSATA,120.0
3366,Mushkin Atlas,3.0,,120 GB,,SSD,,mSATA,mSATA,120.0
3367,Kingston SSDNow,,,64 GB,,SSD,,mSATA,mSATA,64.0
3368,Kingston SSDNow,,,32 GB,,SSD,,mSATA,mSATA,32.0
3369,OCZ Strata,,,30 GB,,SSD,,mSATA,mSATA,30.0
3370,OCZ Nocti,,,60 GB,,SSD,,mSATA,mSATA,60.0
3371,OCZ Nocti,,,120 GB,,SSD,,mSATA,mSATA,120.0
3372,Mushkin Atlas,,,60 GB,,SSD,,mSATA,mSATA,60.0
3373,Mushkin Atlas,,,60 GB,,SSD,,mSATA,mSATA,60.0
