title,rating,price,capacity,price_per_gb,type,cache,form_factor,interface,cache_gb,capacity_gb
Western Digital Red Plus,5.0,484.75,14 TB,0.035,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,14000.0
ADATA Legend 960,1.0,183.31,2 TB,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
HP EX900,4.5,,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,250.0
Western Digital Red SA500,,226.9,2 TB,0.113,SSD,,"2.5""",SATA 6.0 Gb/s,,2000.0
Samsung 860 Pro,4.5,430.0,2 TB,0.215,SSD,2048 MB,"2.5""",SATA 6.0 Gb/s,2.048,2000.0
Crucial P5 Plus W/Heatsink,5.0,279.98,2 TB,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
ADATA XPG GAMMIX S11 Pro,4.5,73.98,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Seagate NAS HDD,,,8 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
Lexar NM610,4.5,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Corsair MP600 MICRO,,174.99,2 TB,0.087,SSD,,M.2-2242,M.2 PCIe 4.0 X4,,2000.0
Western Digital Black SN750,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Mushkin Helix-L,,37.99,512 GB,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,512.0
Western Digital Red Pro,,269.99,10 TB,0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,10000.0
Gigabyte GP-GSM2NE3512GNTD,5.0,143.0,512 GB,0.279,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Western Digital Caviar Blue,4.0,35.0,250 GB,0.14,7200 RPM,16 MB,"3.5""",SATA 6.0 Gb/s,0.016,250.0
Samsung 860 Pro,4.5,235.0,256 GB,0.918,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,0.512,256.0
Seagate Barracuda Green,5.0,94.85,2 TB,0.047,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Western Digital Green,4.0,,2 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Seagate FireCuda 530 w/Heatsink,,534.99,4 TB,0.134,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Samsung 840 Pro,4.5,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Samsung SM951,4.5,,128 GB,,SSD,256 MB,M.2-2280,M.2 PCIe 3.0 X4,0.256,128.0
Lexar NQ780,,62.49,1 TB,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Seagate Exos X20,5.0,467.5,18 TB,0.026,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,18000.0
MSI SPATIUM S270,,39.0,240 GB,0.163,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
TEAMGROUP T-Create Classic C47,,259.99,4 TB,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
KingSpec NXM,,35.99,512 GB,0.07,SSD,,M.2-2242,M.2 PCIe 3.0 X4,,512.0
Western Digital WD_BLACK,4.5,46.99,500 GB,0.094,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,500.0
Patriot P320,,18.98,128 GB,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,128.0
Solidigm P41 Plus,4.0,82.31,500 GB,0.165,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
ADATA LEGEND 860,,53.89,500 GB,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Inland TN320,,29.99,256 GB,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Hitachi 7K1000.C,4.0,87.76,1 TB,0.088,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
Hitachi Ultrastar He10,5.0,286.06,10 TB,0.029,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,10000.0
Kingston SSDNow S100,,,16 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,16.0
Lexar PLAY,,658.84,8 TB,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,8000.0
Timetec 30TTQNS3SATA-1TB,,50.99,1 TB,0.051,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Verbatim Vi3000,,112.17,512 GB,0.219,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Western Digital Blue,,34.99,500 GB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,500.0
Samsung MZ-75E4T0B,5.0,599.99,4 TB,0.15,SSD,4096 MB,"2.5""",SATA 6.0 Gb/s,4.096,4000.0
Samsung Spinpoint F3,4.5,,1 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,1000.0
AMD RADEON-R7SSD-480G,,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Silicon Power A58,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Western Digital Black AN1500,,,2 TB,,SSD,,PCIe,PCIe x8,,2000.0
MSI SPATIUM S270,,,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,960.0
Western Digital Purple,5.0,92.01,4 TB,0.023,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
Intenso High Performance,,39.36,480 GB,0.082,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Western Digital Purple,4.0,59.99,1 TB,0.06,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Seagate Nytro Enterprise,,999.95,1.92 TB,0.521,SSD,,"2.5""",SATA 6.0 Gb/s,,1920.0
Seagate EE25.2,4.0,,40 GB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,40.0
Seagate Surveillance HDD,,,3 TB,,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Apacer AS350 PANTHER,,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Orico D10,,119.99,2 TB,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Seagate Constellation ES.3,5.0,,4 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,4000.0
Integral V Series Plus,,,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,1000.0
Addlink S91,,78.98,1 TB,0.079,SSD,,M.2-2230,M.2 PCIe 4.0 X4,,1000.0
ADATA XPG SPECTRIX S40G RGB,4.5,299.99,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Western Digital Black SN750,,499.99,4 TB,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,4000.0
Seagate SkyHawk Surveillance,,79.0,2 TB,0.04,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,2000.0
Seagate FireCuda,4.0,,1 TB,,Hybrid,,"2.5""",SATA 6.0 Gb/s,,1000.0
Intel 600p,4.5,104.0,512 GB,0.203,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Seagate Barracuda Compute,5.0,91.0,2 TB,0.045,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,2000.0
Kingston SSDNow UV400,4.0,,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,120.0
Samsung 750 Evo,4.5,,500 GB,,SSD,512 MB,"2.5""",SATA 6.0 Gb/s,0.512,500.0
Corsair MP600 Force Series Gen4,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Western Digital SN530,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Toshiba N300 Pro,,358.99,18 TB,0.02,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,18000.0
Silicon Power XS70,5.0,107.51,1 TB,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
PNY CS2140,5.0,45.97,500 GB,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Silicon Power A58,5.0,,2 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,2000.0
KingSpec XG7000,,43.99,512 GB,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,512.0
Gigabyte AORUS Gen4,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Toshiba P300,,86.6,2 TB,0.043,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,2000.0
GOODRAM PX700,,269.91,2.048 TB,0.132,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2048.0
TEAMGROUP T-Force Z44A7Q,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Samsung Spinpoint F3,4.5,,500 GB,,7200 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,500.0
Western Digital Caviar Green,4.0,,3 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Intel 320,,,600 GB,,SSD,,"2.5""",SATA 3.0 Gb/s,,600.0
HP FX700,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
MSI SPATIUM M482 Eco-Pack,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
PNY CS3150 RGB,,214.99,2 TB,0.107,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
Verbatim Vi550,,20.99,256 GB,0.082,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
ADATA LEGEND 900,,70.62,512 GB,0.138,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,512.0
Mushkin Gamma,,799.99,8 TB,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,8000.0
Seagate Game Drive,,1074.46,4 TB,0.269,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Western Digital Red,4.5,119.0,2 TB,0.06,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Kingston A400,,339.0,1.92 TB,0.177,SSD,,"2.5""",SATA 6.0 Gb/s,,1920.0
Western Digital Black AN1500,,,4 TB,,SSD,,PCIe,PCIe x8,,4000.0
Gigabyte GP-GSTFS31256GTND,,30.53,256 GB,0.119,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Apacer AS2280Q4U,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Crucial MX100,4.5,,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Crucial BX100,4.5,,500 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,500.0
Seagate BarraCuda Pro,4.0,279.99,10 TB,0.028,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,10000.0
Lenovo S4520,,768.97,960 GB,0.801,SSD,,"3.5""",SATA 6.0 Gb/s,,960.0
PNY CS3140,,445.72,4 TB,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
ADATA Legend 960,,110.4,1 TB,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Nextorage G-Series,5.0,799.99,2 TB,0.4,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Apacer AS2280Q4U,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital Black,5.0,287.99,6 TB,0.048,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,6000.0
Western Digital Caviar Black,4.5,159.99,2 TB,0.08,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Seagate Momentus 5400.6,3.5,32.0,500 GB,0.064,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,500.0
Samsung 850 Pro,5.0,304.99,2 TB,0.152,SSD,,"2.5""",SATA 6.0 Gb/s,,2000.0
Intenso 3812450,,43.36,512 GB,0.085,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Samsung MZVPV256HDGL-00000,3.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Integral M,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
PNY CS900,,239.99,4 TB,0.06,SSD,,"2.5""",SATA 6.0 Gb/s,,4000.0
Kingston KC600,,101.95,1.024 TB,0.1,SSD,,mSATA,mSATA,,1024.0
TEAMGROUP T-FORCE Z44A5,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital Black SN850 w/Heatsink,5.0,232.99,2 TB,0.116,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Sabrent Rocket,5.0,212.34,1 TB,0.212,SSD,,M.2-2242,M.2 PCIe 3.0 X4,,1000.0
Western Digital Black,4.5,,3 TB,,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Seagate ST4000DX001,4.0,,4 TB,,Hybrid,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
Micron 5200 Ion,,1099.0,7.68 TB,0.143,SSD,,"2.5""",SATA 6.0 Gb/s,,7680.0
Sabrent Rocket 4.0,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
ADATA LEGEND 700,,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Toshiba MG03SCA,5.0,30.0,1 TB,0.03,7200 RPM,64 MB,"3.5""",SAS 6.0 Gb/s,0.064,1000.0
Seagate FireCuda 530R w/Heatsink,,324.99,4 TB,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Western Digital Ultrastar,4.5,237.5,8 TB,0.03,7200 RPM,,"3.5""",SATA 6.0 Gb/s,,8000.0
Corsair MP600 ELITE PS5,,159.99,2 TB,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital Gold,,372.0,14 TB,0.027,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,14000.0
ADATA XPG SPECTRIX S20G,,64.93,500 GB,0.13,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,500.0
Western Digital WD Blue,5.0,90.5,500 GB,0.181,SSD,,"2.5""",SATA 6.0 Gb/s,,500.0
Western Digital WD_BLACK SN850P for PS5,,110.99,1 TB,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Intel 660p,4.0,71.98,512 GB,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Intel Optane 900P,,,480 GB,,SSD,,PCIe,PCIe x4,,480.0
GOODRAM IRDM PRO GEN 5,,,2 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,2000.0
Western Digital Black SN750,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,500.0
Sabrent Rocket,5.0,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Western Digital SN530,4.5,,1.024 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1024.0
Toshiba MG08ADA600E,,179.99,6 TB,0.03,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,6000.0
XOC SP900,,127.0,2 TB,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
TEAMGROUP T-FORCE G70 PRO Aluminum,,79.98,1 TB,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Toshiba MG07ACA12TE,5.0,299.0,12 TB,0.025,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,12000.0
TEAMGROUP T-Create Classic DL,,69.99,1 TB,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Corsair MP700,5.0,,1 TB,,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,1000.0
Western Digital Gold,,303.7,8 TB,0.038,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
Samsung MZVPV512HDGL-00000,,221.5,512 GB,0.433,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Western Digital Gold,5.0,229.99,6 TB,0.038,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,6000.0
Corsair Neutron NX500,4.0,,800 GB,,SSD,,PCIe,PCIe x1,,800.0
Inland Premium,4.5,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Crucial P5,4.5,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,500.0
HP FX900,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Lenovo S4520,,,3.84 TB,,SSD,,"3.5""",SATA 6.0 Gb/s,,3840.0
Transcend 110S,,29.99,256 GB,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Lexar NQ710,,,500 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
Seagate SkyHawk Surveillance +Rescue,,74.0,2 TB,0.037,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,2000.0
Western Digital WDBSLA0010HNC-NRSN,,39.99,1 TB,0.04,7200 RPM,,"3.5""",SATA 6.0 Gb/s,,1000.0
Western Digital Red,3.0,119.0,3 TB,0.04,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,3000.0
Corsair MP600 GS,,164.99,2 TB,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Western Digital PC SN730,,94.9,512 GB,0.185,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Addlink A95,,849.44,8 TB,0.106,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,8000.0
Western Digital Blue,2.0,,1 TB,,Hybrid,64 MB,"2.5""",SATA 6.0 Gb/s,0.064,1000.0
Intel 660p,5.0,400.17,2 TB,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Western Digital RE4,4.5,,2 TB,,7200 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,0.064,2000.0
SanDisk Solid State Drive,4.5,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
Kingston HyperX Fury,4.0,,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,240.0
Hitachi Travelstar 7K1000,4.0,,1 TB,,7200 RPM,32 MB,"2.5""",SATA 6.0 Gb/s,0.032,1000.0
KIOXIA EXCERIA PLUS G2,5.0,,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,500.0
MSI SPATIUM M370,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
KingSpec NX-2280,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Seagate SkyHawk AI,,299.99,16 TB,0.019,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,16000.0
Gigabyte AORUS,5.0,129.69,500 GB,0.259,SSD,512 MB,M.2-2280,M.2 PCIe 4.0 X4,0.512,500.0
Hitachi Travelstar 5K1000,3.5,,1 TB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,1000.0
Lexar Professional NM1090 PRO,,161.99,1 TB,0.162,SSD,,M.2-2280,M.2 PCIe 5.0 X4,,1000.0
Lexar NS100,,37.98,512 GB,0.074,SSD,,"2.5""",SATA 6.0 Gb/s,,512.0
Lexar NM790,5.0,,512 GB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,512.0
Titanium Micro PD560,,35.99,500 GB,0.072,SSD,,"2.5""",SATA 6.0 Gb/s,,500.0
TEAMGROUP GX2,,,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,128.0
HP FX900 Pro,5.0,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Toshiba MQ01ABD100,4.0,,1 TB,,5400 RPM,8 MB,"2.5""",SATA 3.0 Gb/s,0.008,1000.0
Western Digital Caviar Green,3.5,,1 TB,,5400 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,0.016,1000.0
Seagate Pipeline HD,4.0,,1 TB,,5900 RPM,64 MB,"3.5""",SATA 3.0 Gb/s,0.064,1000.0
Seagate BarraCuda,4.0,139.99,4 TB,0.035,5900 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,4000.0
PNY CS900,4.5,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
ADATA SU635,4.0,,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,,480.0
Netac NV7000,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Seagate Constellation ES.3,,77.0,4 TB,0.019,7200 RPM,128 MB,"3.5""",SAS 6.0 Gb/s,0.128,4000.0
KIOXIA EXCERIA,,62.99,960 GB,0.066,SSD,,"2.5""",SATA 6.0 Gb/s,,960.0
Nextorage NEM-PAB,5.0,129.99,2 TB,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Timetec PINNACLE SD1-INDEX,,117.99,2 TB,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Toshiba P300,,177.89,6 TB,0.03,5400 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,0.128,6000.0
Western Digital Purple Surveillance,,142.49,6 TB,0.024,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,6000.0
Lexar Professional NM800PRO,,149.99,2 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Intel DC P3600,,1850.0,800 GB,2.312,SSD,,PCIe,PCIe x4,,800.0
Western Digital AV-GP,4.0,,500 GB,,5400 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,500.0
Western Digital Red Plus,4.5,,1 TB,,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,1000.0
Toshiba P300,4.0,138.0,2 TB,0.069,7200 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Western Digital Blue,4.5,139.99,3 TB,0.047,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,3000.0
Seagate BarraCuda Q5,,239.99,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
Leven JPS800,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
FanXiang S101,,21.99,256 GB,0.086,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
Corsair MP600 ELITE w/Heatsink,,309.99,4 TB,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Toshiba MQ01ABF050M,3.0,,500 GB,,5400 RPM,8 MB,"2.5""",SATA 6.0 Gb/s,0.008,500.0
Crucial P1,4.5,,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,2000.0
KIOXIA EXCERIA w/Heatsink,,289.99,4 TB,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
Toshiba MG09 512e,,316.99,16 TB,0.02,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,16000.0
Intel Optane 905P,,434.98,960 GB,0.453,SSD,,"2.5""",U.2,,960.0
Western Digital Black,4.0,,8 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,8000.0
Western Digital Blue SA510,,72.99,1 TB,0.073,SSD,,M.2-2280,M.2 SATA,,1000.0
Gigabyte 4000E,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Transcend 110S,,69.9,1 TB,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Seagate IronWolf NAS,5.0,202.31,6 TB,0.034,5400 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,0.256,6000.0
Western Digital Blue SA510,,52.99,500 GB,0.106,SSD,,M.2-2280,M.2 SATA,,500.0
Seagate Exos X24 SED,,,24 TB,,7200 RPM,512 MB,"3.5""",SAS 12.0 Gb/s,0.512,24000.0
ADATA XPG SPECTRIX S20G,,114.07,1 TB,0.114,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
SanDisk Ultra 3D,4.0,,4 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,,4000.0
Hitachi Ultrastar,4.5,,2 TB,,7200 RPM,32 MB,"3.5""",SATA 3.0 Gb/s,0.032,2000.0
Western Digital Ultrastar DC HC550,,390.8,14 TB,0.028,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,14000.0
Western Digital Caviar Green,4.0,84.98,2 TB,0.042,5400 RPM,64 MB,"3.5""",SATA 6.0 Gb/s,0.064,2000.0
Kingston Predator,4.5,,240 GB,,SSD,,M.2-2280,M.2 PCIe 2.0 X4,,240.0
SK Hynix SL308,4.0,65.0,250 GB,0.26,SSD,,"2.5""",SATA 6.0 Gb/s,,250.0
Toshiba XG5,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,1000.0
Micron 2200,2.0,,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,512.0
Gigabyte AORUS Gen4 7000s,4.5,,1 TB,,SSD,1024 MB,M.2-2280,M.2 PCIe 4.0 X4,1.024,1000.0
ADATA LEGEND 700,,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Addlink S93,,122.44,2 TB,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,2000.0
Patriot P320,,24.99,256 GB,0.098,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
Western Digital Red SA500,,64.98,500 GB,0.13,SSD,,"2.5""",SATA 6.0 Gb/s,,500.0
Seagate IronWolf NAS,,249.99,10 TB,0.025,7200 RPM,,"3.5""",SATA 6.0 Gb/s,,10000.0
Nextorage G-Series LE,,299.99,4 TB,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,4000.0
FanXiang S770,,85.49,1 TB,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Western Digital Ultrastar DC HC550,,,16 TB,,7200 RPM,512 MB,"3.5""",SATA 6.0 Gb/s,0.512,16000.0
Corsair MP600 PRO,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Inland TN450,5.0,46.99,500 GB,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,500.0
ADATA XPG SPECTRIX S40G RGB,4.5,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
FanXiang S101,5.0,104.49,2 TB,0.052,SSD,,"2.5""",SATA 6.0 Gb/s,,2000.0
Western Digital Scorpio Blue,,89.0,80 GB,1.113,5400 RPM,8 MB,"2.5""",SATA 1.5 Gb/s,0.008,80.0
Intenso 3812440,,27.06,256 GB,0.106,SSD,,"2.5""",SATA 6.0 Gb/s,,256.0
ADATA XPG GAMMIX S50 Lite,5.0,239.39,1 TB,0.239,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
ADATA Legend 850,,,1 TB,,SSD,,M.2-2280,M.2 PCIe 4.0 X4,,1000.0
Lenovo S4520,,227.04,480 GB,0.473,SSD,,"3.5""",SATA 6.0 Gb/s,,480.0
Intel 600p,4.5,,256 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,256.0
ADATA XPG SPECTRIX S40G RGB,5.0,529.99,4 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,,4000.0
Gigabyte AORUS Gen4 7000s,,,2 TB,,SSD,2048 MB,M.2-2280,M.2 PCIe 4.0 X4,2.048,2000.0
